timestamp,session_id,guardian_state,confidence,hrv,respiration_rate,reaction_time,sleep_quality,contributing_signals
2026-06-24T15:19:13.977343+00:00,ddfc87c8,Regulated,0.833,75,8,290,85,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T15:23:08.857463+00:00,ddfc87c8,Stress Load,0.5,34,23,760,36,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T15:25:58.371753+00:00,daf831a6,Stress Load,0.5,34,23,760,36,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T15:34:57.154665+00:00,daf831a6,Regulated,0.833,75,8,290,85,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T15:34:57.383696+00:00,ddfc87c8,Regulated,0.833,75,8,290,85,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T20:59:29.549054+00:00,461223d8,Regulated,0.833,75,8,290,85,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:09:53.227176+00:00,05f5c4a0,Regulated,0.833,75,8,290,85,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:10:56.662781+00:00,05f5c4a0,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:10:56.811984+00:00,461223d8,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:10:57.267781+00:00,05f5c4a0,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:10:57.400404+00:00,461223d8,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:10:57.917331+00:00,461223d8,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:10:58.067078+00:00,05f5c4a0,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:10:58.426291+00:00,461223d8,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:10:58.602902+00:00,05f5c4a0,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:10:59.086278+00:00,461223d8,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:10:59.195709+00:00,05f5c4a0,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:10:59.619384+00:00,461223d8,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:10:59.709718+00:00,05f5c4a0,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:11:00.171178+00:00,461223d8,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:11:00.247856+00:00,05f5c4a0,Stress Load,0.5,33,24,780,35,low_hrv|elevated_respiration|slow_reaction_time|low_sleep_quality
2026-06-24T21:11:00.672409+00:00,461223d8,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:00.850989+00:00,05f5c4a0,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:11:01.210404+00:00,461223d8,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:01.362366+00:00,05f5c4a0,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:01.715566+00:00,461223d8,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:01.878938+00:00,05f5c4a0,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:02.229822+00:00,461223d8,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:02.381151+00:00,05f5c4a0,Regulated,0.833,78,8,290,86,high_hrv|regulated_respiration|fast_reaction_time|good_sleep_quality
2026-06-24T21:11:02.749674+00:00,461223d8,Adaptive,0.5,55,13,430,70,moderate_hrv|irregular_respiration
2026-06-24T21:11:02.893353+00:00,05f5c4a0,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
2026-06-24T21:11:03.254822+00:00,461223d8,Adaptive,0.5,46,16,560,60,moderate_hrv|irregular_respiration
